      0.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+01       1.00000000e+01
      1.00000000e+01      -1.05981467e+02       5.48010006e+01      -6.98173252e+01       1.60997791e+02
      2.00000000e+01       8.58478339e+01      -8.80464665e+01       9.71261317e+01      -5.49274991e+01
      3.00000000e+01       5.63967786e+01       2.78607309e+01       2.37499332e+01      -6.80074427e+01
      4.00000000e+01      -8.57888313e+01       1.48027075e+02      -1.07248508e+02       8.50102649e+01
      5.00000000e+01       5.56107452e+01      -8.66956626e+01       8.15650876e+01      -1.04801701e+01
      6.00000000e+01       5.29758135e+01      -9.11456090e+01       8.25297183e+01      -4.35992279e+00
      7.00000000e+01      -8.82899090e+01       1.41233755e+02      -1.05027449e+02       9.20836032e+01
      8.00000000e+01       5.84119152e+01       3.00318835e+01       2.36381724e+01      -7.20819710e+01
      9.00000000e+01       8.78884217e+01      -7.94871037e+01       9.37812797e+01      -6.21825977e+01
      1.00000000e+02      -1.06614036e+02       5.45530246e+01      -7.00025221e+01       1.62063533e+02
      1.10000000e+02       8.22998801e+00       8.95450987e-01       1.37549471e+01       1.71196139e+01
      1.20000000e+02       1.24926433e+02      -3.62568070e+01       9.00379557e+01      -1.38707582e+02
      1.30000000e+02      -6.39294793e+01       1.16219632e+02      -8.03349022e+01       6.80447496e+01
      1.40000000e+02      -3.40052200e+01      -4.59426642e+00      -4.23300525e+00       8.28324917e+01
      1.50000000e+02       1.03524455e+02      -1.34089684e+02       1.29214763e+02      -5.86495341e+01
      1.60000000e+02      -3.85379236e+01       1.01367930e+02      -6.02982533e+01       3.74682469e+01
      1.70000000e+02      -3.06744211e+01       1.14596792e+02      -6.31509950e+01       1.92286242e+01
      1.80000000e+02       1.10973599e+02      -1.13868513e+02       1.22605651e+02      -7.97107382e+01
      1.90000000e+02      -4.00261921e+01      -1.10362804e+01      -3.92199868e+00       9.49844712e+01
      2.00000000e+02      -6.99896248e+01       9.07227036e+01      -7.03620748e+01       8.96289961e+01
      2.10000000e+02       1.26818982e+02      -3.55278885e+01       9.05986348e+01      -1.41889728e+02
      2.20000000e+02       1.34768373e+01       2.80232171e+01       2.55346109e+00      -4.05351555e+00
      2.30000000e+02      -1.03463578e+02       5.88775802e+01      -7.06498402e+01       1.55235838e+02
      2.40000000e+02       8.21920179e+01      -1.03834127e+02       1.03348821e+02      -4.17067122e+01
      2.50000000e+02       5.12702403e+01       2.03290787e+01       2.50545497e+01      -5.66538687e+01
      2.60000000e+02      -8.15452419e+01       1.59279327e+02      -1.10877778e+02       7.31436936e+01
      2.70000000e+02       6.17092489e+01      -7.53033792e+01       7.87771743e+01      -2.51830440e+01
      2.80000000e+02       4.87401093e+01      -9.69509974e+01       8.33955189e+01       4.81536913e+00
      2.90000000e+02      -9.37814240e+01       1.26103027e+02      -1.00041571e+02       1.07719968e+02
      3.00000000e+02       6.12242924e+01       3.08292612e+01       2.46165676e+01      -7.66701213e+01
      3.10000000e+02       9.20882804e+01      -6.19389657e+01       8.69317919e+01      -7.70811066e+01
      3.20000000e+02      -1.06600751e+02       5.77124040e+01      -7.16011496e+01       1.60489496e+02
      3.30000000e+02       4.94126145e+00      -1.65743788e+01       2.10128693e+01       3.06202481e+01
      3.40000000e+02       1.21616699e+02      -4.25935860e+01       9.16292553e+01      -1.30652368e+02
      3.50000000e+02      -6.06898077e+01       1.30730115e+02      -8.61134228e+01       5.60731151e+01
      3.60000000e+02      -2.82326495e+01       4.81531266e+00      -6.17391907e+00       6.95912560e+01
      3.70000000e+02       9.98929151e+01      -1.43473532e+02       1.32195857e+02      -4.86152398e+01
      3.80000000e+02      -4.50709145e+01       8.86597391e+01      -5.70555170e+01       5.34666924e+01
      3.90000000e+02      -2.71979016e+01       1.18135026e+02      -6.32384103e+01       1.23012858e+01
      4.00000000e+02       1.16651854e+02      -9.81179359e+01       1.17396716e+02      -9.59306341e+01
      4.10000000e+02      -4.20003695e+01      -9.39397322e+00      -5.72756521e+00       9.71219079e+01
      4.20000000e+02      -7.41211285e+01       7.33218771e+01      -6.35538042e+01       1.04353055e+02
      4.30000000e+02       1.25973289e+02      -4.10654858e+01       9.29960535e+01      -1.37903856e+02
      4.40000000e+02       1.64568432e+01       4.45848221e+01      -4.39489709e+00      -1.66467682e+01
      4.50000000e+02      -9.94181973e+01       6.73098168e+01      -7.29438715e+01       1.45052252e+02
      4.60000000e+02       7.94716579e+01      -1.16764057e+02       1.08579790e+02      -3.12873914e+01
      4.70000000e+02       4.49401341e+01       9.30080354e+00       2.75435900e+01      -4.17845277e+01
      4.80000000e+02      -7.86015057e+01       1.66572424e+02      -1.13134996e+02       6.51640774e+01
      4.90000000e+02       6.85646371e+01      -6.16078850e+01       7.51914251e+01      -4.21481772e+01
      5.00000000e+02       4.60637321e+01      -9.81023712e+01       8.26638794e+01       9.37475977e+00
      5.10000000e+02      -9.95217204e+01       1.10098702e+02      -9.47342362e+01       1.24157254e+02
      5.20000000e+02       6.23581785e+01       2.67417595e+01       2.72510757e+01      -7.63510138e+01
      5.30000000e+02       9.60262621e+01      -4.50534537e+01       8.02901327e+01      -9.12629411e+01
      5.40000000e+02      -1.04959723e+02       6.55190921e+01      -7.47601540e+01       1.54200785e+02
      5.50000000e+02       2.38350578e+00      -3.18937135e+01       2.75377968e+01       4.19724109e+01
      5.60000000e+02       1.16908343e+02      -5.29081691e+01       9.45534949e+01      -1.18553669e+02
      5.70000000e+02      -5.85797100e+01       1.41811993e+02      -9.07056759e+01       4.74733932e+01
      5.80000000e+02      -2.14461664e+01       1.71658716e+01      -9.11025368e+00       5.33905484e+01
      5.90000000e+02       9.76965725e+01      -1.48501008e+02       1.33669667e+02      -4.28652316e+01
      6.00000000e+02      -5.21289906e+01       7.43279234e+01      -5.32461864e+01       7.10472536e+01
      6.10000000e+02      -2.53440823e+01       1.16834286e+02      -6.16655898e+01       1.01753865e+01
      6.20000000e+02       1.22327658e+02      -8.22313623e+01       1.12117479e+02      -1.12213775e+02
      6.30000000e+02      -4.23109891e+01      -2.91190094e+00      -9.17366987e+00       9.43965599e+01
      6.40000000e+02      -7.77445468e+01       5.73075728e+01      -5.72000276e+01       1.17637002e+02
      6.50000000e+02       1.23591831e+02      -5.09797818e+01       9.68616099e+01      -1.29473659e+02
      6.60000000e+02       1.84885038e+01       5.83562800e+01      -1.03922120e+01      -2.64525718e+01
      6.70000000e+02      -9.41343504e+01       7.92501489e+01      -7.64109879e+01       1.31295189e+02
      6.80000000e+02       7.80484713e+01      -1.25772385e+02       1.12456468e+02      -2.47325535e+01
      6.90000000e+02       3.78087817e+01      -4.04523821e+00       3.08160383e+01      -2.45795818e+01
      7.00000000e+02      -7.71946174e+01       1.69210887e+02      -1.13783399e+02       6.17671300e+01
      7.10000000e+02       7.57008114e+01      -4.70050654e+01       7.12828270e+01      -5.99785730e+01
      7.20000000e+02       4.50358343e+01      -9.43402126e+01       8.02468056e+01       9.05757270e+00
      7.30000000e+02      -1.05007559e+02       9.46982651e+01      -8.96085367e+01       1.39917831e+02
      7.40000000e+02       6.18812791e+01       1.79707182e+01       3.14727103e+01      -7.13247076e+01
      7.50000000e+02       9.92209757e+01      -3.02459920e+01       7.43386120e+01      -1.03313596e+02
      7.60000000e+02      -1.01909312e+02       7.73308545e+01      -7.92606596e+01       1.43839117e+02
      7.70000000e+02       9.69718390e-01      -4.38471231e+01       3.29153839e+01       4.99620207e+01
      7.80000000e+02       1.11149297e+02      -6.61800447e+01       9.84633505e+01      -1.03432603e+02
      7.90000000e+02      -5.79040235e+01       1.48568442e+02      -9.38059803e+01       4.31415621e+01
      8.00000000e+02      -1.40892513e+01       3.11576949e+01      -1.25998368e+01       3.55313932e+01
